timestamp,bitcoin_usd,ethereum_usd,dogecoin_usd,solana_usd
2025-06-04T10:03:03.406011,105621,2613.7,0.195112,156.85
2025-06-04T10:03:03.406011,105621,2613.7,0.195112,156.85
2025-06-04T10:03:14.465405,105621,2613.7,0.195112,156.85
2025-06-04T10:03:14.465405,105621,2613.7,0.195112,156.85
2025-06-04T10:03:26.114079,105621,2613.7,0.195112,156.85
2025-06-04T10:03:39.719022,105628,2613.87,0.195142,156.89
2025-06-04T10:03:39.719022,105628,2613.87,0.195142,156.89
2025-06-04T10:03:51.912077,105628,2613.87,0.195142,156.89
2025-06-04T10:03:51.912077,105628,2613.87,0.195142,156.89
2025-06-04T10:04:03.540086,105628,2613.87,0.195142,156.89
2025-06-04T10:04:03.540086,105628,2613.87,0.195142,156.89
2025-06-04T10:04:03.540086,105628,2613.87,0.195142,156.89
2025-06-04T10:04:14.836797,105628,2613.87,0.195142,156.89
2025-06-04T10:04:14.836797,105628,2613.87,0.195142,156.89
2025-06-04T10:04:26.508749,105628,2613.87,0.195142,156.89
2025-06-04T10:04:26.508749,105628,2613.87,0.195142,156.89
2025-06-04T10:04:26.508749,105628,2613.87,0.195142,156.89
2025-06-04T10:04:38.975694,105628,2613.87,0.195142,156.89
2025-06-04T10:04:38.975694,105628,2613.87,0.195142,156.89
2025-06-04T10:04:38.975694,105628,2613.87,0.195142,156.89
2025-06-04T10:04:57.031188,105643,2614.13,0.195187,156.98
2025-06-04T10:04:57.031188,105643,2614.13,0.195187,156.98
2025-06-04T10:31:14.765338,105760,2617.33,0.195659,157.01
2025-06-04T10:31:14.765338,105760,2617.33,0.195659,157.01
2025-06-04T10:31:14.765338,105760,2617.33,0.195659,157.01
2025-06-04T10:31:26.067111,105760,2617.33,0.195659,157.01
2025-06-04T10:31:26.067111,105760,2617.33,0.195659,157.01
2025-06-04T10:31:26.067111,105760,2617.33,0.195659,157.01
2025-06-04T10:31:37.129586,105760,2617.33,0.195659,157.01
2025-06-04T10:31:37.129586,105760,2617.33,0.195659,157.01
2025-06-04T10:31:37.129586,105760,2617.33,0.195659,157.01
2025-06-04T10:31:48.239340,105760,2617.33,0.195659,157.01
2025-06-04T10:31:48.239340,105760,2617.33,0.195659,157.01
2025-06-04T10:31:48.239340,105760,2617.33,0.195659,157.01
2025-06-04T10:31:59.397761,105760,2617.33,0.195659,157.01
2025-06-04T10:31:59.397761,105760,2617.33,0.195659,157.01
2025-06-04T10:31:59.397761,105760,2617.33,0.195659,157.01
2025-06-04T10:32:10.655448,105760,2617.33,0.195659,157.01
2025-06-04T10:32:10.655448,105760,2617.33,0.195659,157.01
2025-06-04T10:32:10.655448,105760,2617.33,0.195659,157.01
2025-06-04T10:32:22.123369,105761,2617.15,0.195657,156.99
2025-06-04T10:32:22.123369,105761,2617.15,0.195657,156.99
2025-06-04T10:32:33.260585,105761,2617.15,0.195657,156.99
2025-06-04T10:32:33.260585,105761,2617.15,0.195657,156.99
2025-06-04T10:32:33.260585,105761,2617.15,0.195657,156.99
